"content_resource_id","chapter_number","section_number","zybook_id","parts"
477075,26,11,171,2
479926,27,4,171,5
479960,27,6,171,3
479979,27,7,171,5
480208,28,1,171,2
480220,28,1,171,2
480246,28,2,171,4
480308,28,5,171,5
480317,28,6,171,2
480326,28,7,171,2
480339,28,8,171,3
480353,28,9,171,4
480366,28,10,171,2
652483,1,5,173,1
652489,1,5,173,1
652493,1,5,173,1
652508,1,6,173,1
652514,1,6,173,2
654037,2,1,173,2
654050,2,2,173,8
654054,2,2,173,3
654070,2,3,173,2
654084,2,5,173,5
654089,2,5,173,1
654100,2,6,173,4
654108,2,6,173,4
654113,2,6,173,8
654115,2,6,173,4
654141,2,8,173,1
654153,2,8,173,2
657660,3,1,173,2
657667,3,1,173,3
657687,3,2,173,2
657693,3,2,173,2
657697,3,2,173,4
657706,3,2,173,3
657710,3,2,173,1
657720,3,3,173,1
657763,3,7,173,2
657765,3,7,173,3
657779,3,8,173,5
657788,3,9,173,2
664894,4,1,173,3
664905,4,1,173,2
664914,4,2,173,9
664919,4,2,173,7
664921,4,2,173,2
664925,4,2,173,2
664938,4,3,173,3
664950,4,3,173,2
664965,4,4,173,6
664990,4,5,173,4
665000,4,6,173,1
665015,4,7,173,3
673090,5,2,173,3
673094,5,2,173,4
673103,5,2,173,4
673113,5,3,173,4
673120,5,3,173,2
673132,5,4,173,2
673134,5,4,173,3
673143,5,4,173,4
673152,5,4,173,2
673167,5,5,173,3
673173,5,5,173,3
673187,5,6,173,4
673203,5,8,173,4
673224,5,10,173,2
673251,5,12,173,1
675989,6,1,173,4
676001,6,2,173,4
676008,6,2,173,2
676017,6,3,173,2
676045,6,6,173,4
676050,6,6,173,1
676128,6,13,173,2
676136,6,13,173,4
676143,6,13,173,3
676154,6,14,173,2
648677,7,1,173,2
648688,7,1,173,3
648692,7,1,173,2
648708,7,2,173,4
648754,7,4,173,2
648760,7,4,173,1
648767,7,5,173,3
678499,8,2,173,3
678508,8,3,173,3
678515,8,3,173,2
678543,8,6,173,2
678573,8,8,173,4
678586,8,9,173,2
649103,9,1,173,3
649113,9,1,173,3
649130,9,3,173,3
649159,9,6,173,4
649166,10,1,173,3
649186,10,2,173,3
649199,10,3,173,3
649215,10,4,173,4
649227,10,4,173,2
649232,10,5,173,2
649250,10,7,173,2
649430,11,2,173,3
677290,12,2,173,4
677297,12,3,173,3
677307,12,3,173,5
677327,12,5,173,4
677338,12,5,173,2
677355,12,6,173,3
677376,12,7,173,1
677396,12,8,173,5
677398,12,8,173,3
677404,12,8,173,2
677419,12,9,173,2
677428,12,10,173,2
677452,12,13,173,2
677464,12,14,173,3
678896,13,1,173,2
678912,13,3,173,4
678939,13,6,173,3
649311,14,1,173,3
649322,14,2,173,3
649349,14,5,173,2
649362,14,6,173,2
652483,1,5,191,1
652489,1,5,191,1
652493,1,5,191,1
652508,1,6,191,1
652514,1,6,191,2
654037,2,1,191,2
654050,2,2,191,8
654054,2,2,191,3
654070,2,3,191,2
654084,2,5,191,5
654089,2,5,191,1
654100,2,6,191,4
654108,2,6,191,4
654113,2,6,191,8
654115,2,6,191,4
654141,2,8,191,1
654153,2,8,191,2
657660,3,1,191,2
657667,3,1,191,3
657687,3,2,191,2
657693,3,2,191,2
657697,3,2,191,4
657706,3,2,191,3
657710,3,2,191,1
657720,3,3,191,1
657763,3,7,191,2
657765,3,7,191,3
657779,3,8,191,5
657788,3,9,191,2
664894,4,1,191,3
664905,4,1,191,2
664914,4,2,191,9
664919,4,2,191,7
664921,4,2,191,2
664925,4,2,191,2
664938,4,3,191,3
664950,4,3,191,2
664965,4,4,191,6
664990,4,5,191,4
665000,4,6,191,1
665015,4,7,191,3
673090,5,2,191,3
673094,5,2,191,4
673103,5,2,191,4
673113,5,3,191,4
673120,5,3,191,2
673132,5,4,191,2
673134,5,4,191,3
673143,5,4,191,4
673152,5,4,191,2
673167,5,5,191,3
673173,5,5,191,3
673187,5,6,191,4
673203,5,8,191,4
673224,5,10,191,2
673251,5,12,191,1
675989,6,1,191,4
676001,6,2,191,4
676008,6,2,191,2
676017,6,3,191,2
676045,6,6,191,4
676050,6,6,191,1
676128,6,13,191,2
676136,6,13,191,4
676143,6,13,191,3
676154,6,14,191,2
648677,7,1,191,2
648688,7,1,191,3
648692,7,1,191,2
648708,7,2,191,4
648754,7,4,191,2
648760,7,4,191,1
648767,7,5,191,3
677290,8,2,191,4
677297,8,3,191,3
677307,8,3,191,5
677327,8,5,191,4
677338,8,5,191,2
677355,8,6,191,3
677376,8,7,191,1
677396,8,8,191,5
677398,8,8,191,3
677404,8,8,191,2
677419,8,9,191,2
677428,8,10,191,2
677452,8,13,191,2
677464,8,14,191,3
678499,9,2,191,3
678508,9,3,191,3
678515,9,3,191,2
678543,9,6,191,2
678573,9,8,191,4
678586,9,9,191,2
649103,10,1,191,3
649113,10,1,191,3
649130,10,3,191,3
649159,10,6,191,4
649166,11,1,191,3
649186,11,2,191,3
649199,11,3,191,3
649215,11,4,191,4
649227,11,4,191,2
649232,11,5,191,2
649250,11,7,191,2
678896,12,1,191,2
678912,12,3,191,4
678939,12,6,191,3
649311,13,1,191,3
649322,13,2,191,3
649349,13,5,191,2
649362,13,6,191,2
649430,14,2,191,3
631707,1,3,197,2
631713,1,3,197,1
631717,1,3,197,2
631743,1,4,197,1
631845,1,11,197,2
631991,2,1,197,4
632011,2,2,197,8
632015,2,2,197,3
632017,2,2,197,4
632043,2,4,197,5
632051,2,4,197,4
632055,2,4,197,8
632063,2,4,197,4
632082,2,5,197,3
632086,2,5,197,5
632118,2,8,197,5
632129,2,9,197,4
632131,2,9,197,2
632144,2,10,197,4
632149,2,11,197,1
632160,2,11,197,1
632174,2,12,197,3
632176,2,12,197,1
632180,2,12,197,3
632187,2,12,197,3
632214,2,15,197,3
632225,2,16,197,2
632405,3,1,197,5
632407,3,1,197,3
632411,3,1,197,2
632415,3,1,197,3
632424,3,2,197,9
632429,3,2,197,2
632450,3,3,197,3
632452,3,3,197,1
632456,3,3,197,4
632458,3,3,197,5
632466,3,3,197,2
632481,3,4,197,6
632502,3,5,197,3
632511,3,5,197,5
632522,3,6,197,2
632535,3,7,197,1
632548,3,8,197,5
632552,3,8,197,7
632569,3,9,197,4
632589,3,11,197,5
632610,4,2,197,3
632614,4,2,197,5
632620,4,2,197,5
632632,4,3,197,4
632636,4,3,197,4
632647,4,4,197,3
632656,4,4,197,4
632665,4,4,197,2
632676,4,5,197,5
632702,4,6,197,2
632704,4,6,197,2
632729,4,8,197,2
632755,4,10,197,4
632778,5,1,197,6
632818,5,2,197,4
632834,5,4,197,2
632840,5,4,197,3
632929,5,7,197,6
632947,5,8,197,3
632970,5,9,197,1
633020,5,12,197,4
633031,5,13,197,2
633054,5,15,197,7
633064,5,15,197,7
633071,5,16,197,7
633076,6,1,197,5
633088,6,2,197,4
633095,6,2,197,2
633138,6,5,197,3
633142,6,5,197,3
633189,6,9,197,2
633207,6,10,197,3
633260,6,15,197,3
633270,6,15,197,3
633640,7,2,197,4
633646,7,2,197,11
633691,7,7,197,1
633715,7,9,197,2
633724,7,10,197,3
633748,7,12,197,6
633932,8,1,197,4
633936,8,1,197,3
633950,8,2,197,4
633967,8,3,197,4
633980,8,4,197,4
634020,8,9,197,3
634042,8,11,197,2
634087,9,4,197,4
634113,9,6,197,2
634116,9,7,197,3
634127,10,1,197,2
634179,11,2,197,3
634192,11,3,197,2
632795,14,1,197,5
632865,14,2,197,3
632905,14,3,197,2
633592,14,6,197,7
633604,14,7,197,2
633606,14,7,197,2
633611,14,8,197,3
633307,14,11,197,3
17205,1,2,198,2
21071,2,3,198,2
20944,3,1,198,4
20958,3,2,198,3
20969,3,3,198,4
20974,3,4,198,2
20980,3,4,198,3
20988,3,4,198,2
20998,3,4,198,4
25603,5,1,198,4
25620,5,2,198,3
25627,5,2,198,5
24094,6,1,198,3
24100,6,1,198,3
24106,6,1,198,2
42868,6,2,198,3
24181,6,4,198,2
24195,6,4,198,2
24222,6,5,198,3
23679,7,1,198,3
23683,7,1,198,2
23706,7,2,198,2
24260,8,1,198,5
24264,8,1,198,3
24284,8,1,198,1
24328,8,3,198,5
24335,8,3,198,4
24353,8,4,198,3
24362,8,4,198,3
24383,8,4,198,4
24396,8,5,198,3
24411,8,6,198,5
20506,9,2,198,3
20514,9,2,198,4
20521,9,3,198,3
20535,9,3,198,3
20603,9,6,198,2
22701,10,1,198,2
22710,10,1,198,1
22721,10,2,198,3
22729,10,2,198,2
22735,10,2,198,1
22739,10,2,198,2
22775,10,4,198,2
22793,10,4,198,3
22543,11,1,198,1
22581,11,3,198,3
22635,11,6,198,3
22641,11,6,198,5
22650,11,7,198,2
22658,11,7,198,2
22678,11,8,198,1
24592,12,1,198,6
24705,12,3,198,5
24722,12,4,198,3
24737,12,4,198,2
24743,12,4,198,2
24747,12,4,198,3
24774,12,5,198,4
24789,12,5,198,3
22985,13,1,198,3
22996,13,1,198,5
23008,13,2,198,3
23020,13,2,198,2
23035,13,3,198,6
23043,13,3,198,3
23093,13,5,198,4
23108,13,6,198,2
17205,1,2,218,2
21071,2,3,218,2
20944,3,1,218,4
20958,3,2,218,3
20969,3,3,218,4
20974,3,4,218,2
20980,3,4,218,3
20988,3,4,218,2
20998,3,4,218,4
25603,5,1,218,4
25620,5,2,218,3
25627,5,2,218,5
24094,6,1,218,3
24100,6,1,218,3
24106,6,1,218,2
42868,6,2,218,3
24181,6,4,218,2
24195,6,4,218,2
24222,6,5,218,3
23679,7,1,218,3
23683,7,1,218,2
23706,7,2,218,2
24260,8,1,218,5
24264,8,1,218,3
24284,8,1,218,1
24328,8,3,218,5
24335,8,3,218,4
24353,8,4,218,3
24362,8,4,218,3
24383,8,4,218,4
24396,8,5,218,3
24411,8,6,218,5
20506,9,2,218,3
20514,9,2,218,4
20521,9,3,218,3
20535,9,3,218,3
20603,9,6,218,2
22701,10,1,218,2
22710,10,1,218,1
22721,10,2,218,3
22729,10,2,218,2
22735,10,2,218,1
22739,10,2,218,2
22775,10,4,218,2
22793,10,4,218,3
22543,11,1,218,1
22581,11,3,218,3
22635,11,6,218,3
22641,11,6,218,5
22650,11,7,218,2
22658,11,7,218,2
22678,11,8,218,1
24592,12,1,218,6
24705,12,3,218,5
24722,12,4,218,3
24737,12,4,218,2
24743,12,4,218,2
24747,12,4,218,3
24774,12,5,218,4
24789,12,5,218,3
22985,13,1,218,3
22996,13,1,218,5
23008,13,2,218,3
23020,13,2,218,2
23035,13,3,218,6
23043,13,3,218,3
23093,13,5,218,4
23108,13,6,218,2
652483,1,5,225,1
652489,1,5,225,1
652493,1,5,225,1
652508,1,6,225,1
652514,1,6,225,2
654037,2,1,225,2
654050,2,2,225,8
654054,2,2,225,3
654070,2,3,225,2
654100,2,5,225,4
654108,2,5,225,4
654113,2,5,225,8
654115,2,5,225,4
654084,2,6,225,5
657660,2,7,225,2
657667,2,7,225,3
657687,2,8,225,2
657693,2,8,225,2
657697,2,8,225,4
657706,2,8,225,3
657710,2,8,225,1
657720,2,9,225,1
677290,2,10,225,4
657763,2,13,225,2
657765,2,13,225,3
648767,2,14,225,3
657779,2,15,225,5
675989,3,1,225,4
676001,3,2,225,4
676008,3,2,225,2
676017,3,3,225,2
664894,3,10,225,3
664905,3,10,225,2
664914,3,11,225,9
664919,3,11,225,7
664921,3,11,225,2
664925,3,11,225,2
664965,3,12,225,6
664990,3,13,225,4
673167,3,15,225,3
673173,3,15,225,3
673187,3,16,225,4
648677,4,1,225,2
648688,4,1,225,3
648692,4,1,225,2
648754,4,3,225,2
648760,4,3,225,1
649166,4,4,225,3
649186,4,5,225,3
649199,4,6,225,3
664938,5,1,225,3
664950,5,1,225,2
676045,5,2,225,4
665015,5,3,225,3
673090,5,5,225,3
673094,5,5,225,4
673103,5,5,225,4
673134,5,6,225,3
673143,5,6,225,4
673152,5,6,225,2
673224,5,8,225,2
673203,5,9,225,4
677327,5,10,225,4
677338,5,10,225,2
677297,5,12,225,3
677307,5,12,225,5
677355,6,2,225,3
677419,6,3,225,2
677428,6,4,225,2
677452,6,6,225,2
677464,6,7,225,3
654141,7,1,225,1
654153,7,1,225,2
649215,7,2,225,4
649227,7,2,225,2
649232,7,3,225,2
649250,7,5,225,2
948692,1,1,237,4
948702,1,2,237,5
948720,1,4,237,7
948749,1,5,237,7
948756,1,6,237,7
948817,1,11,237,7
948831,1,12,237,5
948833,1,12,237,4
948846,1,13,237,3
948867,1,14,237,3
948897,2,1,237,6
948899,2,1,237,5
948909,2,2,237,6
948918,2,2,237,3
948926,2,3,237,7
948933,2,3,237,4
948936,2,3,237,5
948957,2,4,237,7
948998,2,6,237,3
949014,2,7,237,3
949022,2,7,237,5
949027,2,8,237,5
949031,2,8,237,4
949035,2,8,237,6
949039,2,8,237,3
949076,3,3,237,2
949084,3,4,237,6
957842,3,7,237,4
949140,3,8,237,5
949167,3,10,237,6
949170,3,10,237,4
949196,4,1,237,4
949212,4,1,237,3
949222,4,2,237,9
949224,4,2,237,5
949269,4,6,237,4
1059245,5,1,237,6
1059252,5,1,237,4
1059267,5,2,237,4
1059288,5,5,237,1
1059329,5,7,237,5
1040639,6,1,237,5
1040578,6,2,237,4
1040585,6,3,237,4
1040600,6,4,237,3
1040603,6,4,237,5
1040609,6,5,237,4
1040613,6,5,237,4
631845,1,3,239,2
631707,1,5,239,2
631713,1,5,239,1
631717,1,5,239,2
631743,1,6,239,1
631991,2,1,239,4
632011,2,2,239,8
632015,2,2,239,3
632017,2,2,239,4
632043,2,4,239,5
632051,2,4,239,4
632055,2,4,239,8
632063,2,4,239,4
632149,2,5,239,1
632160,2,5,239,1
632174,2,6,239,3
632176,2,6,239,1
632180,2,6,239,3
632187,2,6,239,3
632082,2,7,239,3
632086,2,7,239,5
632144,2,9,239,4
632129,2,11,239,4
632131,2,11,239,2
632118,2,12,239,5
632405,3,1,239,5
632407,3,1,239,3
632411,3,1,239,2
632415,3,1,239,3
632424,3,2,239,9
632429,3,2,239,2
632450,3,3,239,3
632452,3,3,239,1
632456,3,3,239,4
632458,3,3,239,5
632466,3,3,239,2
632481,3,4,239,6
632502,3,5,239,3
632511,3,5,239,5
632522,3,6,239,2
632535,3,7,239,1
632548,3,8,239,5
632552,3,8,239,7
632610,4,2,239,3
632614,4,2,239,5
632620,4,2,239,5
632632,4,3,239,4
632636,4,3,239,4
632647,4,4,239,3
632656,4,4,239,4
632665,4,4,239,2
632676,4,5,239,5
632702,4,6,239,2
632704,4,6,239,2
632225,4,9,239,2
633076,5,1,239,5
633088,5,2,239,4
633095,5,2,239,2
633138,5,5,239,3
633142,5,5,239,3
633189,5,9,239,2
632778,6,1,239,6
632818,6,2,239,4
632834,6,4,239,2
632840,6,4,239,3
632929,6,7,239,6
632947,6,8,239,3
633207,6,9,239,3
632589,7,1,239,5
632729,7,2,239,2
632755,7,3,239,4
632795,8,1,239,5
632865,8,4,239,3
632905,8,5,239,2
633031,8,6,239,2
62606,8,9,239,3
633020,8,10,239,4
633071,8,11,239,7
633054,8,12,239,7
633064,8,12,239,7
634087,9,3,239,4
633260,9,5,239,3
633270,9,5,239,3
634113,9,6,239,2
634116,9,7,239,3
633592,10,1,239,7
633604,10,2,239,2
633606,10,2,239,2
633611,10,3,239,3
633640,10,6,239,4
633646,10,6,239,11
633715,10,8,239,2
633724,10,11,239,3
633748,10,12,239,6
633307,10,18,239,3
633932,11,1,239,4
633936,11,1,239,3
633950,11,2,239,4
633967,11,3,239,4
634020,11,8,239,3
62626,12,1,239,4
634179,13,1,239,3
634192,13,2,239,2
634127,14,1,239,2
634042,15,2,239,2
62617,18,1,239,3
62831,19,4,239,3
62838,19,5,239,4
62845,19,6,239,2
62865,20,4,239,2
631845,1,3,240,2
631707,1,5,240,2
631713,1,5,240,1
631717,1,5,240,2
631743,1,6,240,1
631991,2,1,240,4
632011,2,2,240,8
632015,2,2,240,3
632017,2,2,240,4
632043,2,4,240,5
632051,2,4,240,4
632055,2,4,240,8
632063,2,4,240,4
632149,2,5,240,1
632160,2,5,240,1
632174,2,6,240,3
632176,2,6,240,1
632180,2,6,240,3
632187,2,6,240,3
632082,2,7,240,3
632086,2,7,240,5
632144,2,9,240,4
632129,2,11,240,4
632131,2,11,240,2
632118,2,12,240,5
632405,3,1,240,5
632407,3,1,240,3
632411,3,1,240,2
632415,3,1,240,3
632424,3,2,240,9
632429,3,2,240,2
632450,3,3,240,3
632452,3,3,240,1
632456,3,3,240,4
632458,3,3,240,5
632466,3,3,240,2
632481,3,4,240,6
632502,3,5,240,3
632511,3,5,240,5
632522,3,6,240,2
632535,3,7,240,1
632548,3,8,240,5
632552,3,8,240,7
632610,4,2,240,3
632614,4,2,240,5
632620,4,2,240,5
632632,4,3,240,4
632636,4,3,240,4
632647,4,4,240,3
632656,4,4,240,4
632665,4,4,240,2
632676,4,5,240,5
632702,4,6,240,2
632704,4,6,240,2
632225,4,9,240,2
632589,5,1,240,5
632729,5,2,240,2
632755,5,3,240,4
633076,6,1,240,5
633088,6,2,240,4
633095,6,2,240,2
633138,6,5,240,3
633142,6,5,240,3
633189,6,9,240,2
632778,7,1,240,6
632818,7,2,240,4
632834,7,4,240,2
632840,7,4,240,3
632929,7,7,240,6
632947,7,8,240,3
633207,7,9,240,3
632795,8,1,240,5
632865,8,4,240,3
632905,8,5,240,2
633031,8,6,240,2
62606,8,9,240,3
633020,8,10,240,4
633071,8,11,240,7
633054,8,12,240,7
633064,8,12,240,7
634087,9,3,240,4
633260,9,5,240,3
633270,9,5,240,3
634113,9,6,240,2
634116,9,7,240,3
633592,10,1,240,7
633604,10,2,240,2
633606,10,2,240,2
633611,10,3,240,3
633640,10,6,240,4
633646,10,6,240,11
633715,10,8,240,2
633724,10,11,240,3
633748,10,12,240,6
633307,10,18,240,3
633932,11,1,240,4
633936,11,1,240,3
633950,11,2,240,4
633967,11,3,240,4
634020,11,8,240,3
62626,12,1,240,4
634179,13,1,240,3
634192,13,2,240,2
634127,14,1,240,2
634042,15,2,240,2
62617,18,1,240,3
62831,19,4,240,3
62838,19,5,240,4
62845,19,6,240,2
62865,20,4,240,2
